what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463646875
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463651015
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395463655000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463679890
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463691218
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1395463694296
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1395463694390
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463696937
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463705093
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1395463706531
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395463707343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463711093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463712093
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395463712812
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463723765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463728937
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1395463752640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1395463753343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463755703
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1395463757625
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395463758312
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1395463762859
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1395463765218
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395463769046
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395463776078
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395463778046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463780484
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1395463781781
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395463782265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463785843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463785843
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463785937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463790093
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1395463791468
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1395463792062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463794078
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463795453
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463796515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463797421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463798406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463798406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463798484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463799468
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395463799718
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463809140
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1395463824796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463824812
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463831468
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1395463832687
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1395463833250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463836937
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463836937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463837296
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463838406
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463841734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463845515
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1395463847062
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1395463847640
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463849171
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463849953
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395463850343
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1395463850562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1395463850828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463851421
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463851421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463851484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463860250
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463861562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395463868406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1395463878125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1395463878265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1395463878562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395463880125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1395463883250
