what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1395453361015
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1395453361640
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1395453363125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395453363625
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395453367875
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395453379328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395453388234
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395453389656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395453410312
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395453410312
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395453410406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395453606359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395453646046
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395453652093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395453659484
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395453659500
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395453659593
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1395453669250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395453680140
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1395453695671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1395453711437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1395453712718
